Tipo,Descripcion_alimento,Type_EN,Food_description_EN,Nombre_cientifico,Porcion_comestible_pct,Energia_kJ,Energia_kcal,Humedad_g,Cenizas_g,Extracto_etereo_g,AGS_g,AGMI_g,AGPI_g,Colesterol_mg,Proteina_bruta_g,Hidratos_carbono_g,Azucares_g,Fibra_bruta_g,Fibra_DT_g,Fibra_D_Insol_g,Ca_mg,P_mg,Fe_mg,Na_mg,K_mg,Mg_mg,Cu_mg,Zn_mg,Mn_mg,Se_mg,Li_mg,VitA_UI,VitA_ug_RAE,Carotenos_mg,Bcarotenos_mg,VitB1_mg,VitB2_mg,Niacina_mg,Ac_ascorbico_mg,VitB6_mg,VitB12_ug,Acido_folico_ug,Folato_ug_DFE,VitD_ug
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,Concentrado para Preparar Bebidas,ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,Beverage Base Syrup,,1.00,1014.00,241.00,38.31,*,0.29,*,*,*,*,0.11,60.51,38.04,0.10,*,*,16.25,*,0.00,38.56,271.00,*,0.00,0.00,*,*,*,*,*,*,*,*,*,*,0.00,*,*,*,*,*
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,"Concentrado para Preparar Bebidas, a base de arroz, sabores canea ainia coco orcata",ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,eerae ae Sr rom rice cinnamon ania an cocont aor,,1.00,1518.79,363.00,12.57,0.32,0.38,*,*,*,*,2.10,84.64,43.21,0.00,0.00,*,15.40,37.61,0.00,31.71,89.77,7.61,*,0.00,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,Concentrado para Preparar ebia abor amaica,ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,"Beverage Base Syrup, amaica",,1.00,134.00,32.00,92.35,0.27,0.39,*,*,*,*,0.16,8.59,6.71,0.00,*,*,*,*,0.00,52.61,*,*,0.00,0.00,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,Concentrado para Preparar ebia abor tamarino,ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,"Beverage Base Syrup, tamarine",,1.00,161.24,37.96,90.60,0.26,0.36,*,*,*,*,0.17,8.51,5.86,0.10,*,*,*,*,0.00,62.14,*,*,0.00,0.00,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,"Concentrado para Preparar Bebidas, sabor fresa",ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,"Beverage Base Syrup, traberr",,1.00,165.25,38.89,90.30,0.24,0.21,*,*,*,*,0.24,9.01,8.19,0.00,*,*,*,*,0.00,41.25,*,*,0.00,0.00,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,"Concentrado para Preparar Bebidas, sabor fresa",ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,"Beverage Base Syrup, traberr",,1.00,311.77,73.38,81.50,0.63,0.38,*,*,*,*,1.01,16.48,*,0.00,*,*,*,*,0.00,63.20,*,*,0.00,0.00,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,Concentrado para Preparar ebia abor manana,ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,"Beverage Base Syrup, apple",,1.00,116.67,27.53,94.50,0.28,1.33,*,*,*,*,0.40,3.49,*,0.00,*,*,*,*,0.00,46.39,*,*,0.00,0.00,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,Concentrado para Preparar ebia abor imonaa,ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,"Beverage Base Syrup, emonae",,1.00,401.68,94.62,78.10,0.52,1.82,*,*,*,*,1.08,18.48,*,0.00,*,*,*,*,0.00,52.08,*,*,0.00,0.00,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,Concentrado para Preparar ebia abor manarina,ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,"Beverage Base Syrup, tangerine",,1.00,90.72,21.38,95.10,0.28,0.58,*,*,*,*,0.31,3.73,*,0.00,*,*,*,*,0.00,60.78,*,*,0.00,0.00,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,"Licor, de café",ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,"Liquor, coffee",,1.00,2069.00,494.00,5.80,1.40,24.80,0.11,0.02,0.11,0.00,3.80,64.00,46.43,0.20,0.00,*,1.00,6.00,0.06,8.00,30.00,3.00,0.04,0.03,0.01,0.00,*,0.00,*,*,0.00,0.00,0.01,0.14,0.00,0.00,0.00,*,0.00,0.00
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,Mae aamie,ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,Mae mae ice,,1.00,*,*,90.90,0.40,0.00,*,*,*,*,0.00,*,*,*,*,*,20.00,20.00,0.40,*,*,*,*,*,*,*,*,*,*,*,0.00,0.10,0.02,0.45,9.00,*,*,*,*,*
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,Mae meca,ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,Mae meca,Agave atrovirens,1.00,*,*,76.80,0.70,0.38,*,*,*,*,0.37,*,*,*,*,*,29.00,17.00,1.80,*,*,*,*,*,*,*,*,*,*,*,0.00,0.00,0.03,0.14,13.40,*,*,*,*,*
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,"Maguey, pulque",ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,"Maguey, pulque",,1.00,18.00,4.00,97.65,0.20,0.00,*,*,*,*,0.41,1.13,*,0.00,*,*,10.50,8.00,0.70,*,*,*,*,*,*,*,*,*,*,*,0.00,0.02,0.03,0.33,5.65,*,*,*,*,*
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,"Maguey, tlachique",ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,"Maguey, tlachique",,1.00,42.00,10.00,97.30,0.20,0.00,*,*,*,*,0.20,2.50,*,0.00,*,*,10.00,5.00,*,*,*,*,*,*,*,*,*,*,*,*,0.00,0.03,0.02,0.15,4.60,*,*,*,*,*
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,Mezcla Deshidratada para Preparar Bebidas,ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,Dry Beverage Base,,1.00,1645.00,385.00,0.40,0.95,0.00,0.06,0.01,0.01,0.00,0.55,97.88,*,0.00,0.00,*,142.00,0.00,0.50,26.39,5.00,0.00,*,0.11,*,*,*,0.00,*,*,*,0.00,0.02,0.01,128.28,0.00,0.00,0.00,0.00,*
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,Mezcla Deshidratada para Preparar ebia abor narana/rea,ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,r eerae ae orane/ traberr aor,,1.00,1619.00,387.00,0.43,2.93,0.00,*,*,*,*,1.00,95.61,*,0.00,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,Mezcla Deshidratada para Preparar ebia abor ia/orcata,ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,r eerae ae ineae/ orcata aor,,1.00,1729.00,413.00,3.20,2.52,0.00,2.09,3.17,2.07,0.00,2.56,91.72,38.90,0.00,4.00,*,60.00,180.00,508.00,3.00,180.00,77.00,47.00,1.60,1.20,0.01,*,2.00,*,*,1.00,0.03,0.17,2.20,0.30,0.18,0.00,0.00,12.00,0.00
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,Mezcla Deshidratada para Preparar ebia abor mano it,ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,r eerae ae mano aor it,,1.00,1548.00,370.00,3.20,3.95,0.00,*,*,*,*,2.67,89.28,*,0.00,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,"Mezcla Deshidratada para Preparar Bebida, sabor naranja",ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,"Dry Beverage Base, orane aor",,1.00,1525.00,364.00,2.00,6.77,0.00,0.00,0.00,0.00,0.00,2.67,88.43,17.77,0.00,0.40,*,385.00,151.00,0.02,17.00,190.00,0.00,*,0.01,*,*,*,2000.00,600.00,*,*,0.00,0.68,8.00,230.80,0.80,0.00,0.00,0.00,0.00
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,Mezcla Deshidratada para rearar ebia t abor imn,ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,"Dry Beverage Base, tea emon aor",,1.00,1354.17,323.96,4.50,8.38,1.12,0.05,0.01,0.12,0.00,5.80,80.77,37.71,0.15,5.00,*,28.00,107.00,0.75,55.00,3453.00,139.00,*,0.98,*,*,*,0.00,0.00,*,*,0.02,0.06,6.17,0.00,0.22,0.00,,61.00,0.00
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,"Mezcla Deshidratada para Preparar Bebidas, sabor fresa",ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,"Dry Beverage Base, traberraore",,1.00,1694.00,405.00,0.70,3.00,4.10,0.00,0.00,0.00,0.00,7.10,84.80,*,0.30,0.00,*,4.00,5.00,0.44,38.00,6.00,1.00,*,0.00,*,*,*,0.00,0.00,*,*,0.00,0.11,0.07,0.30,0.00,0.00,,0.00,0.00
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,"Mezcla para Preparar Bebidas, sabor fresa",ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,"Beverage base syrup, traberr aor",,1.00,211.00,51.00,88.20,0.10,1.10,*,*,*,*,0.60,10.00,*,*,*,*,7.45,*,0.00,3.89,27.89,2.65,0.00,0.00,*,*,*,2.95,*,*,*,*,*,*,2.40,*,*,*,*,*
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,"Refresco, guayaba",ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,"Soft Drink, fruit guava",,1.00,190.00,45.00,88.70,0.10,0.77,*,*,*,*,0.10,10.28,*,0.37,*,*,2.15,*,0.03,2.79,16.82,1.63,0.00,0.00,*,*,*,230.54,*,*,*,0.10,*,*,12.93,*,*,*,*,*
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,"Refresco, tetra pack sabor guayaba",ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,"Soft Drink, tetra-pak, aaaore",,1.00,206.00,49.00,87.63,0.20,0.63,*,*,*,*,0.10,11.35,*,0.35,*,*,2.67,*,0.00,7.05,19.75,1.62,0.00,0.00,*,*,*,202.99,*,*,*,0.09,0.00,*,7.29,*,*,*,*,*
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,"Refresco, de cola",ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,"Soft Drink, coke",,1.00,170.00,40.73,89.05,0.10,0.20,0.00,0.00,0.00,0.00,0.10,10.90,9.10,0.00,0.00,0.00,2.00,11.00,0.02,4.00,3.00,0.00,0.00,0.01,0.00,0.00,*,0.00,*,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,"Refresco, de cola diet",ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,"Soft Drink, coke diet",,1.00,4.00,1.40,94.78,0.06,0.10,0.00,0.00,0.00,0.00,0.10,0.29,0.00,*,0.00,*,2.00,11.00,0.02,4.00,3.00,0.00,0.00,0.11,0.00,0.00,*,0.00,*,*,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,"Refresco, tetra brik sabor fresa",ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,"Soft Drink, tetra-brik, traberraore",,1.00,185.54,44.27,89.06,0.15,0.58,*,*,*,*,0.10,10.18,*,0.12,*,*,3.25,*,0.08,10.94,11.74,1.88,0.00,0.00,*,*,*,178.62,*,*,*,0.08,0.00,,1.20,*,*,*,*,*
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,"Refresco, tetra pack sabor fresa",ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,"Soft Drink, tetra-pak, traberraore",,1.00,366.00,87.00,87.50,0.00,0.00,*,*,*,*,0.00,12.20,*,0.30,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,"Refresco, tetra brik sabor guanábana",ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,"Soft Drink, tetra-brik, oroaore",,1.00,197.00,47.00,88.32,0.25,0.40,*,*,*,*,0.10,10.92,*,0.20,*,*,4.14,*,0.08,11.27,15.86,2.77,0.00,0.00,*,*,*,130.66,*,*,*,0.09,0.00,*,12.71,*,*,*,*,*
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,"Refresco, tetra pack abor mano",ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,"Soft Drink, tetra-pak, manoaore",,1.00,199.00,47.00,88.40,0.10,0.72,*,*,*,*,0.10,10.63,*,0.25,*,*,4.18,*,0.00,8.11,16.31,1.96,0.00,0.00,*,*,*,155.41,*,*,*,0.11,0.00,*,24.97,*,*,*,*,*
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,"Refresco, tetra pack abor manana",ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,"Soft Drink, tetra-pak, aeaore",,1.00,193.00,46.00,88.61,0.10,0.40,*,*,*,*,0.00,10.76,*,0.25,*,*,2.71,*,0.06,7.61,7.23,1.41,0.00,0.00,*,*,*,187.01,*,*,*,0.09,0.00,*,1.27,*,*,*,*,*
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,"Refresco, sabor naranja",ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,"Soft Drink, orange- aore",,1.00,205.00,49.00,87.58,0.10,0.20,0.00,0.00,0.00,0.00,0.00,12.10,*,0.80,0.00,*,5.00,1.00,0.06,12.00,2.00,1.00,0.02,0.10,0.01,0.00,*,0.00,*,*,*,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,"Refresco, tetra pack sabor naranja",ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,"Soft Drink, tetra-pak, oraneaore",,1.00,197.00,47.00,88.51,0.10,0.56,*,*,*,*,0.10,10.53,*,0.20,*,*,3.41,*,0.02,9.00,19.37,1.93,0.00,0.00,*,*,*,225.15,*,*,*,0.06,0.00,*,13.33,*,*,*,*,*
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,"Refresco, tetra pack abor ia",ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,"Soft Drink, tetra-pak, ineaeaore",,1.00,193.00,46.00,88.47,0.10,0.25,*,*,*,*,0.10,10.86,*,0.10,*,*,4.38,*,0.00,7.14,21.82,3.82,0.00,0.00,*,*,*,303.82,*,*,*,0.07,0.00,*,1.09,*,*,*,*,*
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,"Refresco, tetra brik abor tamarino",ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,"Soft Drink, tetra-brik, tamarinaore",,1.00,201.51,48.21,88.12,0.10,0.65,*,*,*,*,0.10,11.03,*,0.10,*,*,3.60,*,0.04,8.68,10.68,1.65,0.00,0.00,*,*,*,265.80,*,*,*,0.06,0.00,*,1.00,*,*,*,*,*
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,"Refresco, uva",ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,"Soft Drink, fruit grape",,1.00,205.31,49.06,87.90,0.10,0.35,0.00,0.00,0.00,0.00,0.10,11.34,*,0.10,0.00,*,3.06,0.00,0.00,10.23,8.47,1.58,0.00,0.00,0.01,0.00,*,358.33,*,*,*,0.07,0.03,0.00,1.07,0.00,0.00,0.00,0.00,*
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,"Refresco, durazno, néctar",ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,"Soft Drink, fruit peach nectar",,1.00,205.31,52.00,86.60,0.10,0.50,0.00,0.01,0.01,0.00,0.10,12.60,13.32,0.10,0.60,*,2.79,6.00,0.19,9.98,29.75,4.00,*,0.08,*,*,*,0.00,13.00,*,*,0.00,0.01,0.29,0.96,0.01,0.00,*,1.00,0.00
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,"Refresco, guayaba, néctar",ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,"Soft Drink, fruit guava nectar",,1.00,234.00,56.00,85.60,0.20,0.90,*,*,*,*,0.10,12.80,12.37,0.40,1.00,*,4.11,2.00,,9.69,29.30,3.00,*,0.03,*,*,*,0.00,2.00,*,*,0.00,0.00,0.19,29.81,0.01,*,*,3.00,*
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,Rereco mano néctar,ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,Sot rin rit mano nectar,,1.00,222.00,53.00,86.50,0.10,0.50,0.01,0.02,0.01,0.00,0.10,12.70,12.45,0.10,0.30,*,3.75,2.00,0.36,9.69,19.80,3.00,*,0.02,*,*,*,0.00,35.00,*,*,0.00,0.00,0.08,24.27,0.02,0.00,*,7.00,0.00
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,Rereco manana néctar,ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,"Soft Drink, fruit apple nectar",,1.00,226.00,54.00,86.00,0.10,0.40,*,*,*,*,0.10,13.30,*,0.10,*,*,3.04,*,*,5.35,12.86,*,*,*,*,*,*,0.00,*,*,*,*,*,*,3.77,*,*,*,*,*
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,"Refresco, sabor cereza",ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,Sot rin cerraore,,1.00,196.00,47.00,88.40,0.10,0.10,*,*,*,*,0.00,11.40,*,0.00,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,"Refresco, toronja",ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,"Soft Drink, grapefruit",,1.00,142.00,33.80,*,*,0.20,*,*,*,*,0.00,*,8.30,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,Ron,ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,Rm,,1.00,1163.00,278.00,66.60,0.00,0.10,0.00,0.00,0.00,1.00,0.00,0.00,0.00,*,0.00,*,0.00,5.00,0.12,1.00,2.00,0.00,0.05,0.07,0.02,0.00,*,0.00,*,*,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,Ron aeo,ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,Rm ae,,1.00,1108.76,264.60,*,*,0.20,*,*,*,*,0.00,*,0.00,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,Ron aeo cba con coca,ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,Rm ae coe cba,,1.00,335.00,79.60,*,*,0.50,*,*,*,*,0.00,*,7.40,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,"Ron, blanco cuba con coca",ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,Rm ite coe cba,,1.00,347.20,83.00,*,*,0.30,*,*,*,*,0.10,*,0.00,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,Ron aeo cba con diet,ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,Rm ae iet cba,,1.00,203.30,48.60,*,*,1.10,*,*,*,*,0.00,*,7.60,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,"Ron, blanco cuba con diet",ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,Rm ite iet cba,,1.00,197.00,46.60,*,*,0.50,*,*,*,*,0.00,*,0.00,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,Sangrita,ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,Sangrita,,1.00,84.00,19.70,*,*,0.40,*,*,*,*,0.30,*,4.20,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,Sangrita,ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,Sangrita,,1.00,109.00,26.30,*,*,0.10,*,*,*,*,0.10,*,0.50,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,Teia con imn y sangrita,ALCOHOLIC AND NON-ALCOHOLIC BEVERAGES,Teia it emon and “sangrita”,,1.00,515.00,123.00,*,*,0.50,*,*,*,*,0.20,*,3.10,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,Tequila con refresco e torona reca,ALCOHOLIC AND NON-ALCOHOLIC BEVERAGES,Teia it raerit aor ot rin reca,,1.00,339.00,81.00,*,*,0.50,*,*,*,*,0.00,*,7.80,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,Tequila Reposado,ALCOHOLIC AND NON-ALCOHOLIC BEVERAGES,Tequila Reposado,,1.00,1176.00,280.50,*,*,0.10,*,*,*,*,0.00,*,0.00,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,"Tequila, tradicional",ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,"Tequila, traditional",,1.00,1173.00,280.30,78.80,*,0.20,*,*,*,0.00,0.00,11.30,0.00,*,0.00,*,0.00,10.00,0.02,57.00,10.00,7.00,*,0.60,*,*,*,97.00,5.00,*,*,0.04,0.02,0.19,19.30,0.05,0.00,*,11.00,*
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,Vino tinto e mea,ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,ine re ine tabe,,1.00,393.00,93.70,86.58,0.24,0.40,0.00,0.00,0.00,0.00,0.30,2.72,0.00,*,0.00,*,8.00,20.00,0.37,5.00,99.00,11.00,0.01,0.13,0.12,0.00,*,0.00,*,*,0.00,0.01,0.02,0.17,0.00,0.05,0.00,0.00,1.00,0.00
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,Vodka,ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,Vodka,,1.00,1167.00,279.00,66.60,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,*,0.00,*,0.00,5.00,0.01,1.00,1.00,0.00,0.01,0.00,0.00,0.00,*,0.00,*,*,*,0.01,0.01,0.00,0.00,0.00,0.00,*,0.00,*
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,"Vodka, con agua quina",ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,Voa it tonic ater,,1.00,301.00,72.30,*,*,0.50,*,*,*,*,0.00,*,6.10,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,"Vodka, con jugo de uva",ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,Voa it rae ice,,1.00,351.00,84.10,*,*,0.50,*,*,*,*,0.10,*,9.30,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,Whisky,ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,Whiskey,,1.00,1257.00,301.00,63.90,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.00,*,0.00,*,0.00,3.00,0.02,0.00,1.00,0.00,0.01,0.02,0.01,0.00,*,0.00,,*,*,0.01,0.00,0.05,0.00,0.00,0.00,0.00,0.00,*
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,"Whisky, con soda",ALCOHOLIC AND NON -ALCOHOLIC BEVERAGES,"Whiskey, and soda",,1.00,222.00,53.00,*,*,0.50,*,*,*,*,0.00,*,0.00,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,"Brandy, con coca",ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,ran it coe,,1.00,297.00,71.00,*,*,0.50,*,*,*,*,0.00,*,6.20,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
VARIOS,"Aceite, de coco",MISCELLANEOUS,"Oil, coconut",Orbina come aren,1.00,2675.00,639.00,2.90,1.40,67.40,86.50,5.80,1.80,0.00,7.12,14.28,0.00,6.90,0.00,*,8.00,72.00,19.60,0.00,0.00,0.00,*,0.00,*,*,*,0.00,0.00,*,0.00,0.00,0.04,0.24,0.00,0.00,0.00,0.00,0.00,0.00
VARIOS,"Aceite, de naranja",MISCELLANEOUS,"Oil, orange",,1.00,35.97,8.47,97.20,0.30,0.11,*,*,*,*,0.10,1.77,*,0.52,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
VARIOS,"Aceite, oliva, extra virgen",MISCELLANEOUS,"Oil, olive, extra virgin",,1.00,3761.00,899.00,0.10,0.00,99.90,13.81,72.96,10.52,0.00,0.00,0.00,0.00,*,0.00,*,1.00,0.00,0.56,2.00,1.00,0.00,*,0.00,*,*,*,0.00,0.00,*,*,0.00,0.00,0.00,0.00,0.00,0.00,*,0.00,0.00
VARIOS,Antoito cemita e amn,MISCELLANEOUS,Litte im am cemita,,,737.00,174.00,63.18,2.13,7.34,*,*,*,*,7.14,19.83,*,0.38,*,*,42.33,*,1.38,567.26,42.33,33.88,0.00,1.30,*,*,*,*,*,*,*,0.06,0.20,*,*,*,*,*,*,*
VARIOS,Antoito cemita e mianea,MISCELLANEOUS,Litte im cemita de Milanesa,,,1196.00,282.00,45.46,2.40,15.16,*,*,*,*,13.44,23.04,*,0.50,*,*,141.67,*,1.01,925.58,289.95,22.40,0.00,1.52,*,*,*,*,*,*,*,0.78,0.36,*,*,*,*,*,*,*
